,Customer Reviews,Compound Score,Positive Score,Neutral Score,Negative Score
176,I ordered the kabob sandwich which was okay but nothing special. I felt for what I paid I really did not get a decent amount of food. There was three small pieces of chicken inside a pita rolled with way too much lettuce. The chicken even though I asked for it to be well done seemed under cooked. ÌâåÊI will give this place another try when I am in the area just to see if it was what I ordered.,-0.6583,0.052,0.853,0.095
177,Amazing service and even better food! My guy Rok definitely knows how to run a mediterranean joint! Highly recommend the sultan plate for any first timer that's interested in trying a bit of everything.,0.938,0.364,0.636,0.0
178,"Kebab Place has catered two large parties for me and both times they were amazing. The first party was for 30 people and second party was for 45 people. Roc was very easy to work with and allowed me to customize my order that made sense for my event. Delivery was on time and most importantly, food was GREAT. Everyone complimented on the food and kept inquiring on where I ordered from. You won't be disappointed!",0.9802,0.299,0.701,0.0
179,"Great local eatery with fresh, flavorful ingredients and authentic menu with a little bit of American goodness. Food quality is excellent. I had the salmon salad with some pita on the side. The salmon had a crispy sear on the outside but soft on the inside, just delish. ÌâåÊThe pita was really warm and soft. I could've made a meal out of the pita and assorted dips alone, it was that good. Restaurant was clean, food came out quick and the new owner was really nice and energetic. We were occasion visitors before but will definitely make it a regular thing. They have a really creative breakfast menu I'd like to try. See you there!!",0.9747,0.268,0.636,0.096
180,Our new favorite Mediterranean place.Our first time in here and we were greeted by the friendly ÌâåÊowner who suggested we should try the sultan platter. We ordered 2 of the platter and substituted salmon on one. Food is so good. Flavorful. And the meat is very tender. Sauces are so good as well. Just as what we expected it to be. The naan bread is a hit. Overall was a great experience. Place is very clean and organized. We will definitely come back again soon.,0.9797,0.277,0.723,0.0
181,"I ordered the steak (filet mignon) wrap with fries. I wasn't a huge fan of the wrap but it wasn't bad. The fries were both crunchy and soft, which was perfect, but needed salt or seasoning. The sandwich cost about $14. I am probably going to go back and try another menu item. The restaurant advertises the food as halal. There ÌâåÊis a parking structure close by right across the street from the court house and max parking rate is $7",0.8344,0.105,0.859,0.035
182,"Came here a week ago and had to come back! Great kubideh, chicken on rice. ÌâåÊGreat meal size as well, it comes with so much , salad, tomato, white sauce, bread and soft rice. ÌâåÊThe staff that worked here were genuine. ÌâåÊOverall the food is fresh, healthy, and I still feel light after a big meal. ÌâåÊGood job!",0.8953,0.191,0.809,0.0
183,Really fresh and tasty food at an affordable price! I'd definitely recommend it! I had the sultan plate and it came with enough food to fill me up. Small little place that was well decorated and clean,0.9038,0.298,0.702,0.0
184,"The office arranged a lunch which was catered. The food came nicely packed, I tried the beef and chicken Kabobs, felafel , bread and side dishes . The food was fresh, well cooked and tasty. Due to the superb taste most of us had to go back for second round and we all enjoyed this awesome delicious well cooked healthy food. Will have to go to the restaurant next week.",0.98,0.33,0.67,0.0
185,One of favorite places to go eat when I'm in the area. Rok pays attention to detail to everyone that walks in to his business. He makes sure he makes everyone happy. The food is delicious and they make it as you order. Everything is fresh is rare to find places like this. Everything is fresh and delicious!!If you don't want to wait you can also order online or call. If you don't know what order get the kebab platter it has 3 types of meats. My favorite is the chicken kebab . Stop by today or order online they deliver too. You won't be disappointed.,0.9702,0.212,0.76,0.028
186,We are staying at Great Wolf Lodge in Garden Grove and needed dinner for 10 people so we called this place. We ordered a pkg. deal and had it delivered. They delivered it to us at the GWL. It was amazing. Plenty of the best food you could hope for. I highly recommend the Kebab Place. I don't live in this state but when we are Back here we will be eating in this restaurant.,0.8554,0.145,0.855,0.0
187,"One of the best Gyros I've had. If your on lunch I recommend calling in the order since it can take a while for the food to be served. But overall, excellent food!",0.8655,0.257,0.743,0.0
188,"Love this place the sauces are like no other and the chicken kebab plate is perfect! Ambience is fun, candles everywhere, great location and public parking right down the street and parking right out front!",0.953,0.371,0.585,0.044
189,"Definitely coming back here. My husband and I stopped by for a quick lunch and left full and happy!! I had the falafel plate and hubs had the chicken kebab plate. The warm pita was served with this wonderful cilantro sauce, their specialty. So fresh tasting and made fresh every day. Hubs said the fries that came with my falafel we're perfectly seasoned and he loved the basmati. Thoroughly pleased with the food and the service from the kind owner was top notch. Like I said, we'll definitely be back!! Thanks again!!",0.99,0.365,0.592,0.044
190,"I've been to a handful of kebab places throughout the Tustin, Santa Ana, and Irvine area and this one by far is the best and has the most amazing food! So fresh and delicious! I can't wait to tell my friends about Kebab Place and go again. We'll definitely be going back!",0.9703,0.329,0.671,0.0
191,The owners are very nice and super accommodating. They checked on us 3 times to make sure we liked the food. The food was above average for Mediterranean. We went on a very hot day and they don't have AC so it was quite warm. It will be in the rotation for lunch.,0.9267,0.24,0.76,0.0
192,"Well here it is the big 400, does it really matter? Or does it mean I have to much time on my hands? Nonsense lets talk about this awesome little gem in DTSA. Kebab Place I first tried when I went to the YEE Taste Of Santa Ana and got a sample of their Greek Stoner Fries and have been meaning to come back. Well I got the chance and now can say with confidence that this place rocks. A very nice family ran and owned restaurant awaits you here. If you have questions ask them, they will inform you anything you want to know about their food. My wife and I came in and ordered the Greek Stoner Fries and a Chicken Gyro. What I didnt realize was that the portion on the fries was massive and you can easily share with another person and be full. The fries are a perfect crisp and stay that way, while your taste buds dance around the wonderful feta and tzatziki sauce. No shortage of meat on the plate either. If you are here dont pass these up. We had to get the chicken wrap to go as we were just too stuffed to even touch it. Again lesson learned here. But I got into it for dinner later that night and it was good. I am sure it would have been way better if I would have taken it down on the spot and not reheated. Either way this is a great spot that needs more love from the Yelp community. Get here and check this place out my fellow yelpers! CHEERS!!!!",0.9901,0.164,0.819,0.017
